domain,has_caa,issue_count,issuewild_count,iodef_count,ca_list
"beebom.com","true",4,1,1,"amazontrust.com;certainly.com;letsencrypt.org;sectigo.com"
"strln.net","true",8,0,0,"amazon.com;amazonaws.com;amazontrust.com;awstrust.com;digicert.com;identrust.com;letsencrypt.org;quovadisglobal.com"
"nuance.com","true",3,1,1,"digicert.com;letsencrypt.org;microsoft.com"
"msftauthimages.net","true",0,0,0,""
"uptodown.com","true",3,0,0,"certainly.com;letsencrypt.org;sectigo.com"
"nic.site","true",2,0,1,"amazon.com;letsencrypt.org"
"tori.fi","true",6,0,0,"amazon.com;certainly.com;digicert.com;globalsign.com;letsencrypt.org;pki.goog"
"bunnings.com.au","true",6,0,0,"amazonaws.com;comodo.com;digicert.com;globalsign.com;letsencrypt.org;pki.goog"
"getcourse.ru","true",2,2,0,"globalsign.com;letsencrypt.org"
"oray.net","true",2,2,0,"digicert.com;sectigo.com"
"valve.net","true",2,0,1,"digicert.com;letsencrypt.org"
"vsassets.io","true",0,0,0,""
"login.gov","true",2,0,1,"amazon.com;letsencrypt.org"
"runescape.wiki","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"reliefweb.int","true",5,4,1,"amazon.com;amazonaws.com;amazontrust.com;awstrust.com;letsencrypt.org"
"startpage.com","true",0,1,0,"sectigo.com"
"basecamp.com","true",6,5,1,"amazon.com;comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"india.gov.in","true",1,0,0,"letsencrypt.org"
"ku.edu","true",1,0,0,"sectigo.com"
"pbskids.org","true",4,0,0,"amazon.com;digicert.com;letsencrypt.org;sectigo.com"
"kunlunhuf.com","true",1,0,0,"globalsign.com"
"kubernetes.io","true",2,0,0,"letsencrypt.org;pki.goog"
"shell.com","true",7,0,1,"amazon.com;entrust.net;globalsign.com;godaddy.com;letsencrypt.org;symantec.com;www.digicert.com"
"cudasvc.com","true",3,3,0,"amazon.com;digicert.com;letsencrypt.org"
"freeconvert.com","true",9,9,0,"amazon.com;amazonaws.com;amazontrust.com;awstrust.com;comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"walmart.com.mx","true",1,0,0,"globalsign.com"
"zoneedit.com","true",2,2,0,"digicert.com;letsencrypt.org"
"betterhelp.com","true",9,7,1,"amazon.com;amazonaws.com;amazontrust.com;awstrust.com;comodoca.com;digicert.com;globalsign.com;letsencrypt.org;pki.goog"
"google.hr","true",1,0,0,"pki.goog"
"clemson.edu","true",1,0,0,"sectigo.com"
"thisisdax.com","true",4,2,1,"amazon.com;digicert.com;letsencrypt.org;rapidssl.com"
"google.hn","true",1,0,0,"pki.goog"
"stream-io-api.com","true",5,0,1,"amazon.com;amazonaws.com;amazontrust.com;awstrust.com;godaddy.com"
"google.ee","true",1,0,0,"pki.goog"
"taboolanews.com","true",1,1,1,"digicert.com"
"yoast.com","true",5,4,0,"comodoca.com;digicert.com;globalsign.com;letsencrypt.org;pki.goog"
"freeprivacypolicy.com","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"boots.com","true",4,0,0,"amazon.com;amazonaws.com;digicert.com;sectigo.com"
"google.com.np","true",1,0,0,"pki.goog"
"itunes.com","true",1,1,1,"pki.apple.com"
"google.jo","true",1,0,0,"pki.goog"
"wbcontent.net","true",6,6,0,"comodoca.com;digicert.com;globalsign.com;letsencrypt.org;pki.goog;ssl.com"
"aspnetcdn.com","true",0,0,1,""
"atomex.net","true",5,5,0,"amazon.com;comodoca.com;godaddy.com;letsencrypt.org;sectigo.com"
"verizonwireless.com","true",2,0,0,"amazon.com;digicert.com"
"apple.com.cn","true",1,1,1,"pki.apple.com"
"csfd.cz","true",3,0,1,"amazon.com;letsencrypt.org;sectigo.com"
"ada.support","true",7,0,1,"amazon.com;amazontrust.com;amazonzonaws.com;awstrust.com;digicert.com;letsencrypt.org;sectigo.com"
"abplive.com","true",2,1,0,";amazon.com;letsencrypt.org"
"google.com.om","true",1,0,0,"pki.goog"
"iaea.org","true",7,5,0,"amazontrust.com;comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com;thawte.com"
