domain,has_caa,issue_count,issuewild_count,iodef_count,ca_list
"vhx.tv","true",6,6,0,"comodoca.com;digicert.com;globalsign.com;letsencrypt.org;pki.goog;ssl.com"
"google.bi","true",1,0,0,"pki.goog"
"marketiq.com","true",1,0,0,"letsencrypt.org"
"pocketoption.com","true",0,2,0,"comodoca.com;sectigo.com"
"alchemy.com","true",6,6,1,"amazonaws.com;comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"thothd.com","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"google.ad","true",1,0,0,"pki.goog"
"nsctotal.com.br","true",6,6,0,"amazon.com;comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"ccc.eu","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"n8n.io","true",6,5,1,"amazon.com;comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"parcelsapp.com","true",1,0,0,"letsencrypt.org"
"hosted-by-discourse.com","true",1,0,0,"letsencrypt.org"
"forocoches.com","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"visitabudhabi.ae","true",6,6,0,"comodoca.com;digicert.com;globalsign.com;letsencrypt.org;pki.goog;ssl.com"
"newspapers.com","true",10,9,0,"amazon.com;amazonaws.com;amazontrust.com;awstrust.com;comodoca.com;digicert.com;globalsign.com;letsencrypt.org;pki.goog;ssl.com"
"yesplay.bet","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"oceanofpdf.com","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"mcas.ms","true",0,0,0,""
"piwik.pro","true",6,4,0,"amazon.com;amazonaws.com;comodoca.com;digicert.com;pki.goog;sectigo.com"
"autobild.de","true",5,5,1,"amazon.com;amazonaws.com;amazontrust.com;awstrust.com;digicert.com;letsencrypt.org"
"google.gg","true",1,0,0,"pki.goog"
"kidsa-z.com","true",1,0,0,"Entrust.net"
"google.am","true",1,0,0,"pki.goog"
"google.cat","true",1,0,0,"pki.goog"
"yad2.co.il","true",6,6,0,"amazontrust.com;comodoca.com;digicert.com;globalsign.com;godaddy.com;letsencrypt.org;pki.goog;sectigo.com"
"emc.com","true",1,0,1,"digicert.com"
"babepedia.com","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"fortnite.gg","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"overdrive.com","true",4,0,0,"cloudflare.com;globalsign.com;letsencrypt.org;pki.goog"
"asp.net","true",0,0,0,""
"sofifa.com","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"super.cz","true",1,0,1,"letsencrypt.org"
"google.com.ly","true",1,0,0,"pki.goog"
"tubegalore.com","true",6,5,0,"comodoca.com;digicert.com;godaddy.com;letsencrypt.org;pki.goog;ssl.com"
"fitgirl-repacks.site","true",1,1,1,";letsencrypt.org"
"protonmail.com","true",3,0,1,"digicert.com;letsencrypt.org;sectigo.com"
"nuance.com","true",3,1,1,"digicert.com;letsencrypt.org;microsoft.com"
"nic.ch","true",1,0,0,"digicert.com"
"mudah.my","true",6,6,0,"comodoca.com;digicert.com;globalsign.com;letsencrypt.org;pki.goog;ssl.com"
"gazzetta.gr","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"romsfun.com","true",5,5,0,"comodoca.com;digicert.com;letsencrypt.org;pki.goog;ssl.com"
"lexmark.com","true",3,0,1,"amazonaws.com;digicert.com;letsencrypt.org"
"google.fm","true",1,0,0,"pki.goog"
"google.com.ag","true",1,0,0,"pki.goog"
"iesnare.com","true",2,0,0,"digicert.com;entrust.net"
